100000,500,50,100,0.25,0.50
100001,500,50,100,0.25,1.00
100002,500,50,100,0.25,1.50
100003,500,50,100,0.25,2.00
100004,500,50,100,0.25,2.50
100005,500,50,100,0.25,3.00
100006,500,50,100,0.25,3.50
100007,500,50,285,0.25,0.50
100008,500,50,285,0.25,1.00
100009,500,50,285,0.25,1.50
100010,500,50,285,0.25,2.00
100011,500,50,285,0.25,2.50
100012,500,50,285,0.25,3.00
100013,500,50,285,0.25,3.50
100014,500,50,470,0.25,0.50
100015,500,50,470,0.25,1.00
100016,500,50,470,0.25,1.50
100017,500,50,470,0.25,2.00
100018,500,50,470,0.25,2.50
100019,500,50,470,0.25,3.00
100020,500,50,470,0.25,3.50
100021,500,50,655,0.25,0.50
100022,500,50,655,0.25,1.00
100023,500,50,655,0.25,1.50
100024,500,50,655,0.25,2.00
100025,500,50,655,0.25,2.50
100026,500,50,655,0.25,3.00
100027,500,50,655,0.25,3.50
100028,500,50,840,0.25,0.50
100029,500,50,840,0.25,1.00
100030,500,50,840,0.25,1.50
100031,500,50,840,0.25,2.00
100032,500,50,840,0.25,2.50
100033,500,50,840,0.25,3.00
100034,500,50,840,0.25,3.50
100035,500,50,1025,0.25,0.50
100036,500,50,1025,0.25,1.00
100037,500,50,1025,0.25,1.50
100038,500,50,1025,0.25,2.00
100039,500,50,1025,0.25,2.50
100040,500,50,1025,0.25,3.00
100041,500,50,1025,0.25,3.50
100042,500,50,1210,0.25,0.50
100043,500,50,1210,0.25,1.00
100044,500,50,1210,0.25,1.50
100045,500,50,1210,0.25,2.00
100046,500,50,1210,0.25,2.50
100047,500,50,1210,0.25,3.00
100048,500,50,1210,0.25,3.50
100049,500,70,100,0.25,0.50
100050,500,70,100,0.25,1.00
100051,500,70,100,0.25,1.50
100052,500,70,100,0.25,2.00
100053,500,70,100,0.25,2.50
100054,500,70,100,0.25,3.00
100055,500,70,100,0.25,3.50
100056,500,70,285,0.25,0.50
100057,500,70,285,0.25,1.00
100058,500,70,285,0.25,1.50
100059,500,70,285,0.25,2.00
100060,500,70,285,0.25,2.50
100061,500,70,285,0.25,3.00
100062,500,70,285,0.25,3.50
100063,500,70,470,0.25,0.50
100064,500,70,470,0.25,1.00
100065,500,70,470,0.25,1.50
100066,500,70,470,0.25,2.00
100067,500,70,470,0.25,2.50
100068,500,70,470,0.25,3.00
100069,500,70,470,0.25,3.50
100070,500,70,655,0.25,0.50
100071,500,70,655,0.25,1.00
100072,500,70,655,0.25,1.50
100073,500,70,655,0.25,2.00
100074,500,70,655,0.25,2.50
100075,500,70,655,0.25,3.00
100076,500,70,655,0.25,3.50
100077,500,70,840,0.25,0.50
100078,500,70,840,0.25,1.00
100079,500,70,840,0.25,1.50
100080,500,70,840,0.25,2.00
100081,500,70,840,0.25,2.50
100082,500,70,840,0.25,3.00
100083,500,70,840,0.25,3.50
100084,500,70,1025,0.25,0.50
100085,500,70,1025,0.25,1.00
100086,500,70,1025,0.25,1.50
100087,500,70,1025,0.25,2.00
100088,500,70,1025,0.25,2.50
100089,500,70,1025,0.25,3.00
100090,500,70,1025,0.25,3.50
100091,500,70,1210,0.25,0.50
100092,500,70,1210,0.25,1.00
100093,500,70,1210,0.25,1.50
100094,500,70,1210,0.25,2.00
100095,500,70,1210,0.25,2.50
100096,500,70,1210,0.25,3.00
100097,500,70,1210,0.25,3.50
100098,500,90,100,0.25,0.50
100099,500,90,100,0.25,1.00
100100,500,90,100,0.25,1.50
100101,500,90,100,0.25,2.00
100102,500,90,100,0.25,2.50
100103,500,90,100,0.25,3.00
100104,500,90,100,0.25,3.50
100105,500,90,285,0.25,0.50
100106,500,90,285,0.25,1.00
100107,500,90,285,0.25,1.50
100108,500,90,285,0.25,2.00
100109,500,90,285,0.25,2.50
100110,500,90,285,0.25,3.00
100111,500,90,285,0.25,3.50
100112,500,90,470,0.25,0.50
100113,500,90,470,0.25,1.00
100114,500,90,470,0.25,1.50
100115,500,90,470,0.25,2.00
100116,500,90,470,0.25,2.50
100117,500,90,470,0.25,3.00
100118,500,90,470,0.25,3.50
100119,500,90,655,0.25,0.50
100120,500,90,655,0.25,1.00
100121,500,90,655,0.25,1.50
100122,500,90,655,0.25,2.00
100123,500,90,655,0.25,2.50
100124,500,90,655,0.25,3.00
100125,500,90,655,0.25,3.50
100126,500,90,840,0.25,0.50
100127,500,90,840,0.25,1.00
100128,500,90,840,0.25,1.50
100129,500,90,840,0.25,2.00
100130,500,90,840,0.25,2.50
100131,500,90,840,0.25,3.00
100132,500,90,840,0.25,3.50
100133,500,90,1025,0.25,0.50
100134,500,90,1025,0.25,1.00
100135,500,90,1025,0.25,1.50
100136,500,90,1025,0.25,2.00
100137,500,90,1025,0.25,2.50
100138,500,90,1025,0.25,3.00
100139,500,90,1025,0.25,3.50
100140,500,90,1210,0.25,0.50
100141,500,90,1210,0.25,1.00
100142,500,90,1210,0.25,1.50
100143,500,90,1210,0.25,2.00
100144,500,90,1210,0.25,2.50
100145,500,90,1210,0.25,3.00
100146,500,90,1210,0.25,3.50
100147,500,110,100,0.25,0.50
100148,500,110,100,0.25,1.00
100149,500,110,100,0.25,1.50
100150,500,110,100,0.25,2.00
100151,500,110,100,0.25,2.50
100152,500,110,100,0.25,3.00
100153,500,110,100,0.25,3.50
100154,500,110,285,0.25,0.50
100155,500,110,285,0.25,1.00
100156,500,110,285,0.25,1.50
100157,500,110,285,0.25,2.00
100158,500,110,285,0.25,2.50
100159,500,110,285,0.25,3.00
100160,500,110,285,0.25,3.50
100161,500,110,470,0.25,0.50
100162,500,110,470,0.25,1.00
100163,500,110,470,0.25,1.50
100164,500,110,470,0.25,2.00
100165,500,110,470,0.25,2.50
100166,500,110,470,0.25,3.00
100167,500,110,470,0.25,3.50
100168,500,110,655,0.25,0.50
100169,500,110,655,0.25,1.00
100170,500,110,655,0.25,1.50
100171,500,110,655,0.25,2.00
100172,500,110,655,0.25,2.50
100173,500,110,655,0.25,3.00
100174,500,110,655,0.25,3.50
100175,500,110,840,0.25,0.50
100176,500,110,840,0.25,1.00
100177,500,110,840,0.25,1.50
100178,500,110,840,0.25,2.00
100179,500,110,840,0.25,2.50
100180,500,110,840,0.25,3.00
100181,500,110,840,0.25,3.50
100182,500,110,1025,0.25,0.50
100183,500,110,1025,0.25,1.00
100184,500,110,1025,0.25,1.50
100185,500,110,1025,0.25,2.00
100186,500,110,1025,0.25,2.50
100187,500,110,1025,0.25,3.00
100188,500,110,1025,0.25,3.50
100189,500,110,1210,0.25,0.50
100190,500,110,1210,0.25,1.00
100191,500,110,1210,0.25,1.50
100192,500,110,1210,0.25,2.00
100193,500,110,1210,0.25,2.50
100194,500,110,1210,0.25,3.00
100195,500,110,1210,0.25,3.50
100196,500,130,100,0.25,0.50
100197,500,130,100,0.25,1.00
100198,500,130,100,0.25,1.50
100199,500,130,100,0.25,2.00
100200,500,130,100,0.25,2.50
100201,500,130,100,0.25,3.00
100202,500,130,100,0.25,3.50
100203,500,130,285,0.25,0.50
100204,500,130,285,0.25,1.00
100205,500,130,285,0.25,1.50
100206,500,130,285,0.25,2.00
100207,500,130,285,0.25,2.50
100208,500,130,285,0.25,3.00
100209,500,130,285,0.25,3.50
100210,500,130,470,0.25,0.50
100211,500,130,470,0.25,1.00
100212,500,130,470,0.25,1.50
100213,500,130,470,0.25,2.00
100214,500,130,470,0.25,2.50
100215,500,130,470,0.25,3.00
100216,500,130,470,0.25,3.50
100217,500,130,655,0.25,0.50
100218,500,130,655,0.25,1.00
100219,500,130,655,0.25,1.50
100220,500,130,655,0.25,2.00
100221,500,130,655,0.25,2.50
100222,500,130,655,0.25,3.00
100223,500,130,655,0.25,3.50
100224,500,130,840,0.25,0.50
100225,500,130,840,0.25,1.00
100226,500,130,840,0.25,1.50
100227,500,130,840,0.25,2.00
100228,500,130,840,0.25,2.50
100229,500,130,840,0.25,3.00
100230,500,130,840,0.25,3.50
100231,500,130,1025,0.25,0.50
100232,500,130,1025,0.25,1.00
100233,500,130,1025,0.25,1.50
100234,500,130,1025,0.25,2.00
100235,500,130,1025,0.25,2.50
100236,500,130,1025,0.25,3.00
100237,500,130,1025,0.25,3.50
100238,500,130,1210,0.25,0.50
100239,500,130,1210,0.25,1.00
100240,500,130,1210,0.25,1.50
100241,500,130,1210,0.25,2.00
100242,500,130,1210,0.25,2.50
100243,500,130,1210,0.25,3.00
100244,500,130,1210,0.25,3.50
100245,500,150,100,0.25,0.50
100246,500,150,100,0.25,1.00
100247,500,150,100,0.25,1.50
100248,500,150,100,0.25,2.00
100249,500,150,100,0.25,2.50
100250,500,150,100,0.25,3.00
100251,500,150,100,0.25,3.50
100252,500,150,285,0.25,0.50
100253,500,150,285,0.25,1.00
100254,500,150,285,0.25,1.50
100255,500,150,285,0.25,2.00
100256,500,150,285,0.25,2.50
100257,500,150,285,0.25,3.00
100258,500,150,285,0.25,3.50
100259,500,150,470,0.25,0.50
100260,500,150,470,0.25,1.00
100261,500,150,470,0.25,1.50
100262,500,150,470,0.25,2.00
100263,500,150,470,0.25,2.50
100264,500,150,470,0.25,3.00
100265,500,150,470,0.25,3.50
100266,500,150,655,0.25,0.50
100267,500,150,655,0.25,1.00
100268,500,150,655,0.25,1.50
100269,500,150,655,0.25,2.00
100270,500,150,655,0.25,2.50
100271,500,150,655,0.25,3.00
100272,500,150,655,0.25,3.50
100273,500,150,840,0.25,0.50
100274,500,150,840,0.25,1.00
100275,500,150,840,0.25,1.50
100276,500,150,840,0.25,2.00
100277,500,150,840,0.25,2.50
100278,500,150,840,0.25,3.00
100279,500,150,840,0.25,3.50
100280,500,150,1025,0.25,0.50
100281,500,150,1025,0.25,1.00
100282,500,150,1025,0.25,1.50
100283,500,150,1025,0.25,2.00
100284,500,150,1025,0.25,2.50
100285,500,150,1025,0.25,3.00
100286,500,150,1025,0.25,3.50
100287,500,150,1210,0.25,0.50
100288,500,150,1210,0.25,1.00
100289,500,150,1210,0.25,1.50
100290,500,150,1210,0.25,2.00
100291,500,150,1210,0.25,2.50
100292,500,150,1210,0.25,3.00
100293,500,150,1210,0.25,3.50
100294,500,170,100,0.25,0.50
100295,500,170,100,0.25,1.00
100296,500,170,100,0.25,1.50
100297,500,170,100,0.25,2.00
100298,500,170,100,0.25,2.50
100299,500,170,100,0.25,3.00
100300,500,170,100,0.25,3.50
100301,500,170,285,0.25,0.50
100302,500,170,285,0.25,1.00
100303,500,170,285,0.25,1.50
100304,500,170,285,0.25,2.00
100305,500,170,285,0.25,2.50
100306,500,170,285,0.25,3.00
100307,500,170,285,0.25,3.50
100308,500,170,470,0.25,0.50
100309,500,170,470,0.25,1.00
100310,500,170,470,0.25,1.50
100311,500,170,470,0.25,2.00
100312,500,170,470,0.25,2.50
100313,500,170,470,0.25,3.00
100314,500,170,470,0.25,3.50
100315,500,170,655,0.25,0.50
100316,500,170,655,0.25,1.00
100317,500,170,655,0.25,1.50
100318,500,170,655,0.25,2.00
100319,500,170,655,0.25,2.50
100320,500,170,655,0.25,3.00
100321,500,170,655,0.25,3.50
100322,500,170,840,0.25,0.50
100323,500,170,840,0.25,1.00
100324,500,170,840,0.25,1.50
100325,500,170,840,0.25,2.00
100326,500,170,840,0.25,2.50
100327,500,170,840,0.25,3.00
100328,500,170,840,0.25,3.50
100329,500,170,1025,0.25,0.50
100330,500,170,1025,0.25,1.00
100331,500,170,1025,0.25,1.50
100332,500,170,1025,0.25,2.00
100333,500,170,1025,0.25,2.50
100334,500,170,1025,0.25,3.00
100335,500,170,1025,0.25,3.50
100336,500,170,1210,0.25,0.50
100337,500,170,1210,0.25,1.00
100338,500,170,1210,0.25,1.50
100339,500,170,1210,0.25,2.00
100340,500,170,1210,0.25,2.50
100341,500,170,1210,0.25,3.00
100342,500,170,1210,0.25,3.50
100343,1250,50,100,0.25,0.50
100344,1250,50,100,0.25,1.00
100345,1250,50,100,0.25,1.50
100346,1250,50,100,0.25,2.00
100347,1250,50,100,0.25,2.50
100348,1250,50,100,0.25,3.00
100349,1250,50,100,0.25,3.50
100350,1250,50,285,0.25,0.50
100351,1250,50,285,0.25,1.00
100352,1250,50,285,0.25,1.50
100353,1250,50,285,0.25,2.00
100354,1250,50,285,0.25,2.50
100355,1250,50,285,0.25,3.00
100356,1250,50,285,0.25,3.50
100357,1250,50,470,0.25,0.50
100358,1250,50,470,0.25,1.00
100359,1250,50,470,0.25,1.50
100360,1250,50,470,0.25,2.00
100361,1250,50,470,0.25,2.50
100362,1250,50,470,0.25,3.00
100363,1250,50,470,0.25,3.50
100364,1250,50,655,0.25,0.50
100365,1250,50,655,0.25,1.00
100366,1250,50,655,0.25,1.50
100367,1250,50,655,0.25,2.00
100368,1250,50,655,0.25,2.50
100369,1250,50,655,0.25,3.00
100370,1250,50,655,0.25,3.50
100371,1250,50,840,0.25,0.50
100372,1250,50,840,0.25,1.00
100373,1250,50,840,0.25,1.50
100374,1250,50,840,0.25,2.00
100375,1250,50,840,0.25,2.50
100376,1250,50,840,0.25,3.00
100377,1250,50,840,0.25,3.50
100378,1250,50,1025,0.25,0.50
100379,1250,50,1025,0.25,1.00
100380,1250,50,1025,0.25,1.50
100381,1250,50,1025,0.25,2.00
100382,1250,50,1025,0.25,2.50
100383,1250,50,1025,0.25,3.00
100384,1250,50,1025,0.25,3.50
100385,1250,50,1210,0.25,0.50
100386,1250,50,1210,0.25,1.00
100387,1250,50,1210,0.25,1.50
100388,1250,50,1210,0.25,2.00
100389,1250,50,1210,0.25,2.50
100390,1250,50,1210,0.25,3.00
100391,1250,50,1210,0.25,3.50
100392,1250,70,100,0.25,0.50
100393,1250,70,100,0.25,1.00
100394,1250,70,100,0.25,1.50
100395,1250,70,100,0.25,2.00
100396,1250,70,100,0.25,2.50
100397,1250,70,100,0.25,3.00
100398,1250,70,100,0.25,3.50
100399,1250,70,285,0.25,0.50
100400,1250,70,285,0.25,1.00
100401,1250,70,285,0.25,1.50
100402,1250,70,285,0.25,2.00
100403,1250,70,285,0.25,2.50
100404,1250,70,285,0.25,3.00
100405,1250,70,285,0.25,3.50
100406,1250,70,470,0.25,0.50
100407,1250,70,470,0.25,1.00
100408,1250,70,470,0.25,1.50
100409,1250,70,470,0.25,2.00
100410,1250,70,470,0.25,2.50
100411,1250,70,470,0.25,3.00
100412,1250,70,470,0.25,3.50
100413,1250,70,655,0.25,0.50
100414,1250,70,655,0.25,1.00
100415,1250,70,655,0.25,1.50
100416,1250,70,655,0.25,2.00
100417,1250,70,655,0.25,2.50
100418,1250,70,655,0.25,3.00
100419,1250,70,655,0.25,3.50
100420,1250,70,840,0.25,0.50
100421,1250,70,840,0.25,1.00
100422,1250,70,840,0.25,1.50
100423,1250,70,840,0.25,2.00
100424,1250,70,840,0.25,2.50
100425,1250,70,840,0.25,3.00
100426,1250,70,840,0.25,3.50
100427,1250,70,1025,0.25,0.50
100428,1250,70,1025,0.25,1.00
100429,1250,70,1025,0.25,1.50
100430,1250,70,1025,0.25,2.00
100431,1250,70,1025,0.25,2.50
100432,1250,70,1025,0.25,3.00
100433,1250,70,1025,0.25,3.50
100434,1250,70,1210,0.25,0.50
100435,1250,70,1210,0.25,1.00
100436,1250,70,1210,0.25,1.50
100437,1250,70,1210,0.25,2.00
100438,1250,70,1210,0.25,2.50
100439,1250,70,1210,0.25,3.00
100440,1250,70,1210,0.25,3.50
100441,1250,90,100,0.25,0.50
100442,1250,90,100,0.25,1.00
100443,1250,90,100,0.25,1.50
100444,1250,90,100,0.25,2.00
100445,1250,90,100,0.25,2.50
100446,1250,90,100,0.25,3.00
100447,1250,90,100,0.25,3.50
100448,1250,90,285,0.25,0.50
100449,1250,90,285,0.25,1.00
100450,1250,90,285,0.25,1.50
100451,1250,90,285,0.25,2.00
100452,1250,90,285,0.25,2.50
100453,1250,90,285,0.25,3.00
100454,1250,90,285,0.25,3.50
100455,1250,90,470,0.25,0.50
100456,1250,90,470,0.25,1.00
100457,1250,90,470,0.25,1.50
100458,1250,90,470,0.25,2.00
100459,1250,90,470,0.25,2.50
100460,1250,90,470,0.25,3.00
100461,1250,90,470,0.25,3.50
100462,1250,90,655,0.25,0.50
100463,1250,90,655,0.25,1.00
100464,1250,90,655,0.25,1.50
100465,1250,90,655,0.25,2.00
100466,1250,90,655,0.25,2.50
100467,1250,90,655,0.25,3.00
100468,1250,90,655,0.25,3.50
100469,1250,90,840,0.25,0.50
100470,1250,90,840,0.25,1.00
100471,1250,90,840,0.25,1.50
100472,1250,90,840,0.25,2.00
100473,1250,90,840,0.25,2.50
100474,1250,90,840,0.25,3.00
100475,1250,90,840,0.25,3.50
100476,1250,90,1025,0.25,0.50
100477,1250,90,1025,0.25,1.00
100478,1250,90,1025,0.25,1.50
100479,1250,90,1025,0.25,2.00
100480,1250,90,1025,0.25,2.50
100481,1250,90,1025,0.25,3.00
100482,1250,90,1025,0.25,3.50
100483,1250,90,1210,0.25,0.50
100484,1250,90,1210,0.25,1.00
100485,1250,90,1210,0.25,1.50
100486,1250,90,1210,0.25,2.00
100487,1250,90,1210,0.25,2.50
100488,1250,90,1210,0.25,3.00
100489,1250,90,1210,0.25,3.50
100490,1250,110,100,0.25,0.50
100491,1250,110,100,0.25,1.00
100492,1250,110,100,0.25,1.50
100493,1250,110,100,0.25,2.00
100494,1250,110,100,0.25,2.50
100495,1250,110,100,0.25,3.00
100496,1250,110,100,0.25,3.50
100497,1250,110,285,0.25,0.50
100498,1250,110,285,0.25,1.00
100499,1250,110,285,0.25,1.50
100500,1250,110,285,0.25,2.00
100501,1250,110,285,0.25,2.50
100502,1250,110,285,0.25,3.00
100503,1250,110,285,0.25,3.50
100504,1250,110,470,0.25,0.50
100505,1250,110,470,0.25,1.00
100506,1250,110,470,0.25,1.50
100507,1250,110,470,0.25,2.00
100508,1250,110,470,0.25,2.50
100509,1250,110,470,0.25,3.00
100510,1250,110,470,0.25,3.50
100511,1250,110,655,0.25,0.50
100512,1250,110,655,0.25,1.00
100513,1250,110,655,0.25,1.50
100514,1250,110,655,0.25,2.00
100515,1250,110,655,0.25,2.50
100516,1250,110,655,0.25,3.00
100517,1250,110,655,0.25,3.50
100518,1250,110,840,0.25,0.50
100519,1250,110,840,0.25,1.00
100520,1250,110,840,0.25,1.50
100521,1250,110,840,0.25,2.00
100522,1250,110,840,0.25,2.50
100523,1250,110,840,0.25,3.00
100524,1250,110,840,0.25,3.50
100525,1250,110,1025,0.25,0.50
100526,1250,110,1025,0.25,1.00
100527,1250,110,1025,0.25,1.50
100528,1250,110,1025,0.25,2.00
100529,1250,110,1025,0.25,2.50
100530,1250,110,1025,0.25,3.00
100531,1250,110,1025,0.25,3.50
100532,1250,110,1210,0.25,0.50
100533,1250,110,1210,0.25,1.00
100534,1250,110,1210,0.25,1.50
100535,1250,110,1210,0.25,2.00
100536,1250,110,1210,0.25,2.50
100537,1250,110,1210,0.25,3.00
100538,1250,110,1210,0.25,3.50
100539,1250,130,100,0.25,0.50
100540,1250,130,100,0.25,1.00
100541,1250,130,100,0.25,1.50
100542,1250,130,100,0.25,2.00
100543,1250,130,100,0.25,2.50
100544,1250,130,100,0.25,3.00
100545,1250,130,100,0.25,3.50
100546,1250,130,285,0.25,0.50
100547,1250,130,285,0.25,1.00
100548,1250,130,285,0.25,1.50
100549,1250,130,285,0.25,2.00
100550,1250,130,285,0.25,2.50
100551,1250,130,285,0.25,3.00
100552,1250,130,285,0.25,3.50
100553,1250,130,470,0.25,0.50
100554,1250,130,470,0.25,1.00
100555,1250,130,470,0.25,1.50
100556,1250,130,470,0.25,2.00
100557,1250,130,470,0.25,2.50
100558,1250,130,470,0.25,3.00
100559,1250,130,470,0.25,3.50
100560,1250,130,655,0.25,0.50
100561,1250,130,655,0.25,1.00
100562,1250,130,655,0.25,1.50
100563,1250,130,655,0.25,2.00
100564,1250,130,655,0.25,2.50
100565,1250,130,655,0.25,3.00
100566,1250,130,655,0.25,3.50
100567,1250,130,840,0.25,0.50
100568,1250,130,840,0.25,1.00
100569,1250,130,840,0.25,1.50
100570,1250,130,840,0.25,2.00
100571,1250,130,840,0.25,2.50
100572,1250,130,840,0.25,3.00
100573,1250,130,840,0.25,3.50
100574,1250,130,1025,0.25,0.50
100575,1250,130,1025,0.25,1.00
100576,1250,130,1025,0.25,1.50
100577,1250,130,1025,0.25,2.00
100578,1250,130,1025,0.25,2.50
100579,1250,130,1025,0.25,3.00
100580,1250,130,1025,0.25,3.50
100581,1250,130,1210,0.25,0.50
100582,1250,130,1210,0.25,1.00
100583,1250,130,1210,0.25,1.50
100584,1250,130,1210,0.25,2.00
100585,1250,130,1210,0.25,2.50
100586,1250,130,1210,0.25,3.00
100587,1250,130,1210,0.25,3.50
100588,1250,150,100,0.25,0.50
100589,1250,150,100,0.25,1.00
100590,1250,150,100,0.25,1.50
100591,1250,150,100,0.25,2.00
100592,1250,150,100,0.25,2.50
100593,1250,150,100,0.25,3.00
100594,1250,150,100,0.25,3.50
100595,1250,150,285,0.25,0.50
100596,1250,150,285,0.25,1.00
100597,1250,150,285,0.25,1.50
100598,1250,150,285,0.25,2.00
100599,1250,150,285,0.25,2.50
100600,1250,150,285,0.25,3.00
100601,1250,150,285,0.25,3.50
100602,1250,150,470,0.25,0.50
100603,1250,150,470,0.25,1.00
100604,1250,150,470,0.25,1.50
100605,1250,150,470,0.25,2.00
100606,1250,150,470,0.25,2.50
100607,1250,150,470,0.25,3.00
100608,1250,150,470,0.25,3.50
100609,1250,150,655,0.25,0.50
